臺灣共有九座國家公園，請問第一座為哪一座國家公園？,玉山國家公園,墾丁國家公園,陽明山國家公園,B
臺灣共有九座國家公園，請問第二座為哪一座國家公園？,玉山國家公園,墾丁國家公園,陽明山國家公園,A
臺灣共有九座國家公園，請問第三座為哪一座國家公園？,墾丁國家公園,陽明山國家公園,玉山國家公園,B
臺灣共有九座國家公園，請問第四座為哪一座國家公園？,金門國家公園,雪霸國家公園,太魯閣國家公園,C
臺灣共有九座國家公園，請問第五座為哪一座國家公園？,太魯閣國家公園,金門國家公園,雪霸國家公園,C
臺灣共有九座國家公園，請問第六座為哪一座國家公園？,太魯閣國家公園,陽明山國家公園,金門國家公園,C
臺灣共有九座國家公園，請問第七座為哪一座國家公園？,金門國家公園,東沙環礁國家公園,雪霸國家公園,B
臺灣共有九座國家公園，請問第八座為哪一座國家公園？,台江國家公園,金門國家公園,東沙環礁國家公園,A
臺灣共有九座國家公園，請問第九座為哪一座國家公園？,澎湖南方四島國家公園,台江國家公園,東沙環礁國家公園,A
臺灣共有九座國家公園，面積最小的為以下哪一座？,陽明山國家公園,台江國家公園,金門國家公園,C
臺灣共有九座國家公園，面積最大的為以下哪一座？,澎湖南方四島國家公園,東沙環礁國家公園,玉山國家公園,B
橋牌起源與以下哪個國家？,法國,奧地利,英國,C
「21點」起源於以哪個國家？,義大利,法國,德國,B
德州撲克第一次被正式確立於哪個國家,美國,英國,法國,A
臺灣最普遍的麻將請問總共張數是多少？,128,136,144,C
名聞中外的永和豆漿由來為何？,由華北遷至臺灣的外人所帶來,曾為黃豆產地,曾有許多工作坊產豆漿,A
名聞中外的三峽金牛角由來為何？,看到當地很多牛突發奇想,外國傳教士推廣開來,由早期糕點改製而成,A
名聞中外的淡水鐵蛋由來為何？,由一個太久沒交女朋友的人滷的,滷蛋賣不出去滷太久意外產生,為了能夠保存更久,B
名聞中外的淡水阿給由來為何？,來自韓國的吃法,外省人傳進來的,為了不浪費剩餘食物,C
美國第一任總統為？,傑佛遜,富蘭克林,華盛頓,C
土耳其國父為？,凱克爾,凱末爾,凱希爾,B
古巴國父為？,勞爾 卡斯楚,切 格瓦拉,賽斯凡德斯,C
馬來西亞國父為？,東姑阿都拉曼,西姑阿督拉曼,南姑阿督拉曼,A
俄羅斯國父為？,史達林,彼得大帝,列寧,B
泰國建國國父為？,泰王拉瑪七世,泰王拉瑪八世,泰王拉瑪九世,C
瑞典建國國父為？,古斯塔夫一世,詹姆斯一世,查理二世,A
印尼建國國父為？,甘地,蘇卡諾,沙贾罕,B
紅十字會的創辦人為？,亨利 杜南,凱文 杜南,查理 杜南,A
各國議會聯盟（IPU）創辦人為以下何者？,弗雷德里克 帕西,安東尼 帕克,克里斯 帕克,A
首屆諾貝爾和平獎於何時頒發？,1900,1901,1910,B
以下何者以首任國際和平局榮譽秘書長身分獲得諾貝爾和平獎？,托利佛 亞歷山大,瑞奇 曼托,埃利 迪科門,C
歷史上第一個國際和平組織為以下何者？,國際和平局,聯合國,國際聯盟,A
史上第一格國際和平組織「國際和平局」成立於何時？,1853,1891,1901,B
以下何者以「各國議會聯盟之父」身分榮獲諾貝爾和平獎？,克里蒙梭,威廉 蘭德爾 克里莫,威廉 詹姆士,B
以下何者以「作為一個非官方機構，努力制定國際法的一般性原則」因而獲得諾貝爾和平獎的機構？,國際法庭,世界立法組織,國際法研究院,C
以下何者以《放下武器》一書獲得諾貝爾和平獎？,陸 蓋里格,貝爾塔 馮 蘇特那,山姆 帕米爾,B
以下何者成功調解日俄戰爭因而獲得諾貝爾和平獎？,老羅斯福,小羅斯福,邱吉爾,A
以下哪個單位為第一個以機構身分榮獲諾貝爾和平獎？,國際法研究院,國際聯盟,國際和平局,A
以下哪位義大利偉人為二十世紀初義大利和平運動的主要領導者？,馬德里 布馮,路易雷諾,埃內斯托 莫內塔,C
以下何者並非第一位獲得諾貝爾和平獎的偉人國籍為？,瑞士,德國,法國,B
瑞典和平與聯盟創始人為？,克勞德 傑佛森 杜蘭,里那奧 菲特列 約翰,克拉斯 馮圖斯 阿諾爾德松,C
國際和平局的首任主席為？,菲特列 巴耶爾,傑登 皮亞薩,杰倫 莫利納,A
以下何者因其為各國議會聯盟領袖人物獲得1909的諾貝爾和平獎？,奧古斯特 提爾曼,奧古斯特 波爾,奧古斯特 貝爾納特,C
以下何者以國際私法會議的發起人榮獲諾貝爾和平獎？,馬克思 索提爾,托比亞斯 阿賽爾,阿佛列 弗里德,B
德國和平協會創始人為？,阿佛列 弗里德,西爾格 里奧托斯基,拜倫 穆勒,A
以下何者以國際和平局局長身分榮獲1913諾貝爾和平獎？,亨里  布佳里尼,亨利 西里爾,亨利 拉芳丹,C
以下哪一年並未頒發諾貝爾和平獎？,1914,1917,1919,A
國際紅十字會於以下哪一年因竭盡全力保護第一次世界大戰各方戰俘的權利而獲得諾貝爾和平獎？,1915,1916,1917,C
於於國際聯盟至關重要做為而成為諾貝爾獎得主為以下何者？,威爾遜,克里蒙梭,邱吉爾,A
被稱為國際聯盟「精神之父」的諾貝爾和平獎得主為？,詹姆士 席德,來昂 布儒瓦,柯比 席爾之,B
第一位非國籍為歐洲國家的諾貝爾獎得主為？,提爾 卡麥隆,老羅斯福,威廉 瓊斯,B
挪威諾貝爾委員會首位秘書長為？,里恩 恩格斯特,克里斯蒂安 朗格,弗里喬夫 南森,B
因對於羅佳諾公約做出巨大貢獻而成為諾貝爾和平獎的得主為？,克里蒙梭,邱吉爾 ,奧斯丁 張伯倫,C
誰為德國歐戰的賠償制訂道威斯計劃？,查爾斯 道斯,里查 道斯,維吉爾 道斯,A
以下何者不為對法德和解做出的貢獻而獲得1927年的諾貝爾和平獎？,費迪南 比松,厄爾文 里爾格,路德維西 奎德,B
倡導簽署 <凱洛格 白里安公約>而獲得1929諾貝爾獎的偉人為？,克里斯 凱洛格,班 凱洛格,弗蘭克 凱洛格,C
大馬在近日的選舉中實現了第一次政黨輪替，請問是由哪個聯盟勝出？,希望聯盟,國民陣線,伊斯蘭黨,Ａ
在臺灣性別運動史上具有重大意義的葉永鋕事件，發生於何年？,1990,2000,2010,B
1971年，呂秀蓮提出「先做人，再做男人和女人」等口號，其主張的名稱為？,新女性主義,本土女性主義,後女性主義,A
影響女性主義思潮甚鉅的作品《第二性》，初版的出版年份為？,1939,1949,1959,B
曾造成臺灣社會輿論譁然的「臺大女宿A片影展」,1990,1995,2000,B
1995年，第一屆校園同志甦醒日於台大舉辦，此活動的英文縮寫為何？,WAKE,HAT,GLAD,C
1996年，哪一起事件的發生促成了「1221女權火照夜路」的大遊行？,彭婉如命案,鄧如雯殺夫案,師大七匹狼事件,A
臺灣現在的性產業政策，若在性交易專區以外，對於買賣雙方的處治為何？,罰娼不罰嫖,罰嫖不罰娼,娼嫖皆罰,C
所謂「兩小無猜條款」是指刑法的第幾條？,227-3,227-2,227-1,C
「世界愛滋日」是每年的幾月幾號？,11/30,12/1,12/2,B
2018年的台灣同志大遊行即將邁入第幾屆？,十五,十六,十七,B
六色彩虹旗中的紅色具有什麼意義？,性愛,力量,希望,A
2017諾貝爾和平得主為？,國際廢除核武器運動,國際防止核戰爭醫生組織,世界展望會,A
茉莉花革命發生於何國？,埃及,巴基斯坦,突尼西亞,C
歐盟曾在何年得過諾貝爾和平獎？,1968,2012,1907,B
以下何者因長期以非暴力方式在中國爭取基本人權而得獎？,劉曉坡,劉曉波,劉小玻,B
請問美國總統歐巴馬為何得諾貝爾和平獎？,致力消除種族歧視,第一位黑人總統別具意義,進國際外交和各國人民合作,C
何者提出著名的鄉村銀行概念而幫助無數人民？,穆罕默德 尤納斯,穆罕默德 奇瑞兒,穆罕默德 辛格里,A
以下何者並未得過諾貝爾獎？,穆罕默德 尤納斯,穆罕默德 巴拉迪 ,穆罕默德 辛格里,C
聯合國曾經得過諾貝爾和平獎嗎？,是,否,得過但後來被取消,A
美國黑人民權運動著名演講《I have a dream》是出自誰?,馬丁路德金恩,華盛頓,林肯,A
有「黑人民權運動之母」之稱的為下列何者?,西蒙波娃,梅布爾·威廉,羅莎·帕克斯 ,C
1949年四六運動爆發時臺大當時的校長是何人?,錢思亮,傅斯年,李嗣涔,B
2018第六屆共生音樂節的主題為?,查無此人,您撥的號碼是空號,專人派車請按6,A
共生音樂節主要為何種議題的關注團隊?,轉型正義,女性主義,海外移工,A
共生音樂節的共生團隊名稱中「共」的取名由來是?,呼籲大家共同保護地球,共的字體左右勻稱符合美感,為二二八所組成共字,C
2016年第四屆共生音樂節的主題為?,烏托邦世代,他們唱的都是我的歌,我們在這裡,C
「日圓貶值刺激出口」是誰提出的經濟政策? ,小泉純一郎,安倍晉三,菅直人,B
夏威夷珍珠港的命名由來是?,盛產珍珠,開墾者的姓氏,為珍珠交易集散地,A
下列何者不是聯合國常任理事國之一?,俄國,德國,中國,B
南韓第一位民選女統統是誰?,朴慧珠,朴正熙,朴槿惠,C
下列何者為南韓現任總統?,朴槿惠,李明博,文在寅,C
下列哪個公約和空氣問題沒有關係？,蒙特婁公約,維也納公約,華盛頓公約,C
下列何者不屬於「波羅的海三小國」？,愛沙尼亞,斯洛伐克,立陶宛,B
臺灣警察的徽章上是什麼動物？,鴿子,公雞,老鷹,A
「學士服」的起源是緣於下列哪個宗教？,佛教,基督教,伊斯蘭教,B
「你算老幾」這句話和哪個歷史背景有淵源？,春秋時期尊王攘夷,西周時期封建制度,民國初年軍閥混戰,B
2015年的世大運在哪裡舉行？,南韓光州,中國深圳,日本東京,A
請問知名電影達文西密碼改編自哪位作者的作品？,丹布朗,湊佳苗,阿嘉莎克莉絲蒂,A
請問知名電影東方快車謀殺案改編自哪位作者的作品,丹布朗,阿嘉莎克莉絲蒂,JK羅琳,B
請問下列何者不是達文西密碼作者丹布朗的作品？,天使與魔鬼,地獄,原罪,C
哪個藝人不是臺大的？,韋禮安,周華健,青峰,C
下列何者非漫威電影系列？,雷神索爾,鋼鐵人,神力女超人,C
2018臺大杜鵑花節是幾月？,1,2,3,C
火影系列中，誰是第2代火影？,扉間,鳴人,水門,A
誰不是臺大畢業生？,馬英九,陳菊,柯文哲,B
琅琊榜中，小殊化名為何者？,林書豪,梅長蘇,梅常營,B
183CLUB有幾位團員？,3,4,5,c
周子瑜是哪一個團體的成員,少女時代,twice,big bang,b
周子瑜是哪一個城市的人？,臺中,臺北,臺南,c
19屆金曲獎獲得最佳國語女歌手獎？,jolin,阿妹,蔡健雅,c
蔡健雅出生於哪裡？,馬來西亞,新加坡,美國,b
雙棲動物是誰的音樂作品？,陳琦貞,蔡健雅,張懸,b
《笑傲江湖》金馬獎的最佳男配角獎是誰？,張學友,周潤發,劉德華,a
張學友英文名為？,jacky,luke,john,a
歌神是誰？,張學友,陳奕迅,周杰倫,a
1997年，誰參與策劃、導演並主演了原創音樂劇《雪狼湖》,張學友,陳雷,郭富城,a
106學年度，uba女子組冠軍？,文化,臺大,松山,a
106學年度，uba男子組冠軍？,文化,健行,國體,c
105學年度，uba男子組冠軍？,文化,健行,國體,b
105學年度，uba女子組冠軍？,文化,臺大,松山,a
106學年度，hbl男子組冠軍？,南山,松山,國體,b
106學年度，hbl女子組冠軍？,普門,南山,滬江,a
106學年度，何者非hbl男子組八強？,青年,泰山,高苑,a
何者當過湖人隊教練？,kobe,Riley,oneal,b
kobe背號是？,24,0,9,a
kobe待過幾隊nba隊伍？,1,2,3,b
kobe拿下幾次nba冠軍？,1,5,6,b
2010NBA總冠軍賽最有價值球員？,kobe,james,kidd,a
NBA歷史上第一個高中生後衛？,kobe,james,kidd,a
kobe單場最高得分？,55,63,65,c
kobe拿下幾次冠軍？,5,2,3,b
2018年第90屆奧斯卡金像獎最佳動畫短片獎得主？,kobe,李安,史蒂芬史蒂博,a
2013奧斯卡最佳動畫片獎？,冰雪奇緣,神偷奶爸2,古魯家族,a
2016奧斯卡最佳動畫片獎？,動物方城市,可可夜總會,寶貝老闆,a
2017奧斯卡最佳動畫片獎？,動物方城市,可可夜總會,寶貝老闆,b
2011奧斯卡最佳動畫片獎？,飆風雷哥,功夫熊貓2,馴龍高手,a
2016年奧斯卡最佳男主角獎？,凱西·艾佛列克,安德魯·加菲爾德,丹佐·華盛頓,a
2017年奧斯卡最佳男主角獎？,蓋瑞·歐德曼,安德魯·加菲爾德,丹佐·華盛頓,a
今年寒假期間發生的花蓮大地震是起因於哪個斷層錯動？,米崙斷層,新城斷層,湖口斷層,A
白宮宣布四月中哪國首相將拜訪川普以探討北韓等議題？,中國,日本,韓國,B
中國最近宣布加收了何種稅，使得美國加州的該項產品恐有災難性的損失？,菸稅,房屋稅,紅酒稅,C
中國近日對美國加收了豬肉稅25%，其中美國哪州的影響最大？,奧克拉荷馬州,加州,愛阿華州,C
日本新生代強投大谷祥平MLB生涯初登板即拿下勝投，請問他的對手是哪隊？,紐約洋基,洛杉磯道奇,奧克蘭運動家,C
106大專排球聯賽近日落幕，請問男子組的MVP為？,吳宗軒,劉鴻傑,劉鴻敏,A
百老匯音樂劇聞名全世界，請問近日哪齣有名的劇在臺上演？,貓,歌劇魅影,獅子王,A
人造衛星在使用一段時間後便會墜落，請問近日即將掉落的衛星叫？,天堂一號,天宮一號,天使一號,B
請問第一個進入太空的宇航員為？,加菲貓,加加林,加減一,B
霍金為偉大的物理學者，請問他死於何種疾病？,糖尿病,漸凍症,心臟病,B
富豪李嘉誠宣布退休，請問他為何企業的董事？,臺塑,長江實業,鴻海,B
花蓮大地震造成多起房屋倒塌，不包含下列何者？,雲翠大樓,美崙大飯店,遠東大樓,C
花蓮大地震因為發生於哪個時段，因此造成許多人逃生不及？,中午,傍晚,半夜,C
花蓮大地震為下列哪種地震？,淺層地震,中層地震,深層地震,A
最近發生的敘利亞紛爭不包含哪國的參與？,英國,中國,美國,B
敘利亞紛爭中哪個城市並未被聯軍空襲？,巴爾米拉,大馬士革,哈馬,A
在敘利亞紛爭中，哪國曾經在事件發生前通知敘利亞？,中國,日本,俄國,C
敘利亞紛爭是由於當局政府的哪個行為失當所導致？,使用化學武器,禁運石油,貿易問題,A
聯合國以哪個組織作為管制化學武器的主要機構？,OPEC,WTO,OPCW,C
菲律賓總統就哪一事件對香港大眾鄭重的公開道歉？,人質挾持事件,貿易問題,語言溝通不良,A
歐洲唯一設有機場的大學為？,倫敦大學,克蘭菲爾德大學,英格蘭大學,B
世界上最南端的城市為何者？,烏斯懷亞,墨爾本,巴西利亞,A
近日選出了最適合創業的五大國家，其中不包括何者？,瑞士,英國,法國,Ｃ
中國發生的沈楊事件是牽涉哪間大學的教授性騷擾女大生？,北京大學,清華大學,廣州大學,Ａ
巴拿馬宣布決定和中國建造通往哪裡的鐵路？,哥斯大黎加,華沙,里約,Ａ
哪國政府發布電子菸也納入禁菸的範疇？,日本,新加玻,澳洲,Ｃ
在歐盟成員中哪國的生育率最高？,德國,瑞典,法國,Ｃ
近日我國教育部長出現更替，請問是下列何者請辭教育部部長？,潘文忠,潘柏廷,潘成仁,Ａ
第一家同時有電子票證和電子支付執照的業者？,悠遊卡,Ｍｙｃａｒｄ,一卡通,Ｃ
ＬＩＮＥ與哪家公司合作電子支付？,悠遊卡,ＭＹＣＡＲＤ,一卡通,Ｃ
根據統計，臺灣民眾創業多高機率會在一年內倒閉？,50%,70%,90%,Ｃ
臺灣人創業失敗的最大原因為何？,錯誤的團隊,缺乏市場需求,缺乏資金,Ｂ
近日為胡耀邦離世２９周年紀念日，請問因為學生弔念他而引發了哪件事？,六四天安門事件,蘆溝橋事變,超英趕美,Ａ
ＮＢＡ季後賽開打，請問今年西區例行賽戰績第一為？,金洲勇士,休士頓火箭,紐澳良鵜鶘,Ｂ
ＮＢＡ季後賽開打，請問今年東區例行賽戰績第一為？,多倫多暴龍,波士頓賽爾提克,費城７６人,Ａ
去年ＮＢＡ的總冠軍為何？,克里夫蘭騎士,金洲勇士,聖安東尼奧馬刺,Ｂ
近日臺灣空氣品質不佳，請問懸浮微粒的主要來源為？,塵土,海鹽,火山爆發,Ａ
臺灣環保署規定ＰＭ２．５年平均值為？,35,25,15,C
臺灣環保署規定ＰＭ２．５日平均值為？,35,25,15,Ａ
ＰＭ２．５是指懸浮微粒要小於等於２．５？,微米,奈米,釐米,Ａ
在美國每年由於懸浮微粒死亡的人數大約為？,5000,50000,500000,Ｂ
懸浮微粒主要會造成人體的何種傷害？,呼吸道,腸胃,大腦,Ａ
無核家園的政策是哪位總統在任時提出？,陳水扁,馬英九,蔡英文,Ｃ
無核家園預定在西元幾年達成？,2018,2022,2025,Ｃ
臺灣能源多少來自於進口？,50%,70%,90%,Ｃ
臺灣再生能源以哪個發電量最高？,水力發電,生質能,太陽能,Ａ
臺灣沒有哪種再生能源？,水力發電,地熱能,潮汐發電,Ｂ
