一名韓國留學生在哪個夜市買到1500元的天價水果？,六合夜市,士林夜市,饒河夜市,B
一名韓國留學生在士林夜市以多少錢買了7袋的天價水果？,1500,1600,1700,A
臺灣哪個運動的國家代表隊因裁判誤判而痛失金牌？,棒球,排球,拔河,C
臺灣男子拔河隊與哪個國家比賽時因裁判誤判而痛失金牌？,愛爾蘭,美國,加拿大,A
在國際賽事上，拔河須累積滿幾犯才會被判失格？,3,4,5,A
美國近日發現一種擁有不尋常抗藥性且幾乎無法治癒的細菌，這類細菌被稱之為？,末日(Doomsday Bacteria),災難(Disaster Bacteria),噩夢(Nightmare Bacteria),C
下列哪個被英國留聲機雜誌選為全球15大交響樂團即將來臺演奏？,柏林愛樂樂團,俄羅斯國家管弦樂團,維也納愛樂樂團,B
俄羅斯國家管弦樂團將來臺演奏，其中將由哪位臺灣小提琴家擔任獨奏？,曾宇謙,林昭亮,林品任,A
俄羅斯國家管弦樂團中的小提琴家曾宇謙曾在甚麼國際比賽奪牌而揚名國際？,伊莉莎白皇后國際音樂比賽,帕格尼尼國際小提琴比賽,柴可夫斯基國際音樂比賽,C
俄羅斯國家管弦樂團中的小提琴家曾宇謙曾在柴可夫斯基大賽奪甚麼牌而揚名國際？,金,銀,銅,B
下列哪個地區的家樂福因不堪虧損，進駐不到三年即將關店？,臺南麻豆店,臺北內湖店,桃園中正店,A
下列何者為家樂福臺南麻豆店閉店的最大原因？,市場競爭激烈,租金高,難停車,C
下列何者非家樂福臺南麻豆店閉店的原因之一？,市場競爭激烈,店面太小商品不齊全,難停車,B
臺北市立圖書館年初設置了電子書牆，民眾只要進行以下何者動作即可輕鬆借閱電子書？,掃QR code,出示借書證,感應悠遊卡,A
近日哪個社區因舉辦了鳳梨路跑嘉年華而引起關注？,臺南後甲社區,高雄龍目社區,屏東新興社區,B
近日賞螢季到來，民眾應在手電筒上以甚麼顏色的玻璃紙包覆，以避免干擾螢火蟲活動？,黃色,紅色,綠色,B
臉書個資外洩案爆發後，哪個國家的公司因遭報可能不當取得臉書用戶個資而遭停權？,中國,新加坡,加拿大,C
美國哪一州擬新規，要求高中生必須申請大學或提出畢業後的計畫才能拿到畢業證書？,加州,新墨西哥州,華盛頓州,B
哪個國家的前總統因腐敗罪而須入獄服刑？,巴西,巴拿馬,法國,A
巴西前總統魯拉因何種罪名而入獄服刑？,妨礙司法罪,腐敗罪,助敵罪,B
日前因強風而遭吹倒的秦始皇銅像位於中國何處？,山東,陝西,河北,A
日前因強風而遭吹倒的秦始皇銅像重達幾頓？,4,5,6,C
臺灣哪個縣市的棒球場夜間照明設備正式啟用，積極爭取中職比賽？,花蓮,屏東,臺東,C
美國一位民眾因長期使用何項產品罹患癌症而求償廠商11億臺幣？,嬌生爽身粉,蘭蔻身體乳液,Acne抗痘洗面乳,A
現代人沉迷於手機，當一個人低頭15度時，頸椎會承受約幾公斤的壓力？,8,10,12,C
現代人沉迷於手機，當一個人低頭30度時，頸椎會承受約幾公斤的壓力？,16,18,20,B
現代人沉迷於手機，當一個人低60度時，頸椎會承受約幾公斤的壓力？,18,20,22,C
下列何者為已連任五屆議長，但於近日宣布放棄角逐連任的國民黨籍議員？,吳碧珠,邱奕勝,林正峰,A
"英國所屬的客貨船""實皆號""在二戰時被哪個國家擊沉而埋葬海底75年？",德國,日本,義大利,B
"英國所屬的客貨船""實皆號""在二戰時被日本擊沉而埋葬海底幾年？",73,74,75,C
比較近年來各縣市的空汙防治成績單，哪個縣市的表現最好？,嘉義,臺北,臺南,A
比較近年來各縣市的空汙防治成績單，六都中哪個縣市的表現最好？,臺中,臺北,高雄,A
根據臺灣健康空氣行動聯盟，2017年六都中哪個縣市的空氣品質最佳？,桃園,臺北,高雄,A
根據臺灣健康空氣行動聯盟，2017年六都中哪個縣市的空氣品質最差？,桃園,臺北,高雄,C
根據臺灣健康空氣行動聯盟，哪個地區被指出是全國最不宜人居的地區？,彰化斗六,高雄左營,臺南後甲,B
今年哪一個在桃園舉辦的大型活動因噪音擾民而遭桃市府罰錢？,2018樂托邦國際音樂節,2018桃園管樂嘉年華,永安漁港新繽樂狂歡嘉年華,A
哪個國小的校長近日宣布參選鄉長，再添素人參政的例子？,臺西國小,育才國小,幸福國小,A
下列哪一個hashtag去年在網路上引起對於性侵與性騷擾的廣泛討論？,#MeToo,#YesAllWomen,#BringBackOurGirls,A
#Metoo引起廣泛討論是因為何者性騷擾事件被揭發？,哈維溫斯坦,凱文史貝西,伍迪艾倫,A
#Metoo引起廣泛討論是因為哪位女演員的傳播而廣為人知？,艾莉莎米蘭諾,安潔莉娜裘莉,珍妮佛勞倫斯,A
下列哪一個hashtag為男性用來承認他們對於女性有過無禮行為？,#HowIwillchange,#NotOneMore,#AmINext,A
下列哪位名人因被指控性騷擾而面臨公司破產以及被起訴的處境？,凱文史貝西,哈維溫斯坦,伍迪艾倫,B
下列哪位名人因被指控性騷擾而面臨代表作《紙牌屋》遭換角？,哈維溫斯坦,伍迪艾倫,凱文史貝西,C
下列哪位韓星因被指控性騷擾而面臨爆紅電影被換角的處境？,吳達庶,朴有天,權相佑,A
下列哪位名人因被指控性騷擾造成電影《紐約的雨天》停拍？,尼可拉斯凱吉,伍迪艾倫,傑森史塔森,B
下列哪位名人因被指控性騷擾而造成其主演的電影《大災難家》在奧斯卡沒得獎？,哈維溫斯坦,伍迪艾倫,詹姆斯法蘭柯,C
下列哪位名人因被指控性騷擾而道歉但不接受指控？,達斯汀霍夫曼,哈維溫斯坦,凱文史貝西,A
下列哪位名人因被指控性騷擾而遭連署反對參加奧斯卡頒獎典禮？,達斯汀霍夫曼,凱西艾佛列克,凱文史貝西,B
下列哪位名人因被指控性騷擾而面臨主演的新戲《CROSS》賜死減戲？,高庚杓,曹在顯,許成泰,B
下列哪一部影集因為其演員被指控性騷擾而換角？,紙牌屋,怪奇物語,河谷鎮,A
下列哪個火山近日噴發造成上萬人撤離當地？,夏威夷拉基韋亞火山,印尼默拉皮火山,義大利維蘇威火山,A
全臺首座結合圖書館與美術館的城市美學新建築再哪個縣市？,臺北市,臺中市,新竹市,B
下列何者為全臺稅收最高的夜市？,臺北士林夜市,臺南花園夜市,臺中逢甲夜市,C
蘇花改於5月開放何種車種通行？,小客車,大客車,機車,B
哪一間電信門市推出499吃到飽方案引起民眾排隊風潮？,中華電信,臺灣大哥大,遠傳,A
史上最重要的佛教考古研討會5月時在何處舉行？,中國,臺灣,泰國,B
將於6/12舉行的川金會將在何處舉行？,新加坡,加拿大,馬來西亞,A
於五月進行的馬國國會選舉由哪個陣營獲勝？,國民陣線,希望聯盟,和諧陣線,B
2017年行動支付規模位居全球第一的國家是？,中國,美國,新加坡,A
下列哪一個國家財政破產，其幣值甚至比魔獸金幣還低？,玻利維亞,宏都拉斯,委內瑞拉,C
下列哪一個國家元首在今年WHA召開以前特地來臺以表示對臺灣加入WHA的支持？,吐瓦魯,吉里巴斯,布吉納法索,B
為了感謝川普承認耶路撒冷為以色列首都，一民間組織有何舉動？,在紀念幣上印川普肖像,發行川普傳記,製作關於川普的電視特輯,A
中國人代表母親的花卉是哪一種花？,康乃馨,金針,蝴蝶蘭,B
今年在世界儀隊錦標賽獲得第四名佳績的士兵蘇祈麟是一名甚麼士兵？,海軍上兵,陸軍上兵,空軍上兵,A
下列哪一間手搖飲料店在南部有近80間分店但在北部卻紅不起來？,茶の魔手,麻吉茶坊,LOHASS,B
全球最年長的首相為誰？,馬來西亞的馬哈地,德國的梅克爾,俄國的普丁,A
下列何者為馬來西亞唯一兩度擔任過首相的領袖？,馬哈地,納吉,哈迪阿旺,A
俄國總統在今年三月大選獲得勝利之後，將累計掌權幾年？,18,24,30,B
根據美國紐約時報形容，下列哪個企業可能成為中美高科技冷戰下的首個受害者？,天津紡織集團,山東鋼鐵集團,中興通訊,C
臺灣在西元幾年首度以中華民國的名義欲爭取重返WHO但失敗？,1997,1998,1999,A
在西元1997年，臺灣首度以何種名稱欲重返WHO但失敗？,臺灣,中華民國,中華臺北,B
2003年臺灣SARS疫情爆發，臺灣欲以何種名稱重返WHO但未成功？,中華民國,臺灣,臺灣衛生當局,C
2003年時臺灣因甚麼疾病爆發欲重返WHO但未成功？,SARS,H1N1流感,禽流感,A
在西元幾年臺灣首度以中華臺北的名義出席WHA？,2007,2008,2009,C
2009年時臺灣以何種名義首度重返WHA？,臺灣,中華臺北,臺灣衛生當局,B
臺灣在西元幾年未收到WHA邀請函，首度失去觀察員身分？,2015,2016,2017,C
近日選出的臺灣第11任檢察總長是誰？,江惠民,顏大和,黃世銘,A
下列何者非衛福部公告之可出院並有條件接受視訊、電話診療的病人類型？,急性住院的出院病患,國際醫療的外籍病患,初診病患,C
哪一個國家發生連環自殺引爆事件，造成BBC、法新社等10名記者遇害？,伊朗,阿富汗,以色列,B
北韓近日如何調整時間以達到和南韓同時區的目的？,調快30分鐘,調慢30分鐘,調快60分鐘,A
諾貝爾哪一個獎項因為性侵疑雲而於今年停頒？,和平獎,文學獎,化學獎,B
今年諾貝爾文學獎停頒的原因是？,得獎者從缺,院士內鬨,性侵疑雲,C
近數十年來數一數二嚴重的哪種天災在印度奪去超過百條人命？,沙塵暴,強降雨,乾旱,A
在美國，對抗槍枝暴力行動的代表顏色是？,橘色,綠色,藍色,A
史瓦濟蘭國王將國家更名為伊史瓦帝尼，其代表的含意是？,偉大的史瓦濟蘭,高貴的史瓦濟人,史瓦濟人的土地,C
史瓦濟蘭國王將國家更名是為了避免外國人分不清楚史瓦濟蘭和哪個國家？,瑞士,瑞典,荷蘭,A
警察人員人事條例修改之後，資深基層警消每個月所得可增加多少？,臺幣6850元,臺幣3520元,臺幣1370元,C
警察人員人事條例修改之後，警正四階以下基層警消人員最高年功俸額從現行500調整為？,525,550,575,A
巴西史上第一位因貪腐遭定罪入獄的總統是？,迪爾瑪·羅塞夫(Dilma Vana Rousseff),魯拉·達·席爾瓦(Lula da Silva),米歇爾·特梅爾(Michel Temer)
國發會預估8年後臺灣將邁入超高齡社會。請問超高齡社會是指65以上人口佔總人口比例達幾%？,7%,14%,20%,C
內政部表示臺灣於今年已邁入高齡社會。請問高齡社會是指65以上人口佔總人口比例達幾%？,7%,14%,20%,B
4月新上任的總統府秘書長是誰？,陳菊,賴清德,蘇嘉全,A
日前被菲律賓總統形容為「化糞池」的觀光景點為？,馬尼拉灣,長灘島,塔阿爾湖,B
4月時YouTube總部遭槍擊。根據嫌犯父親表示，其女兒的犯罪動機是？,YouTube將其影片下架,YouTube停止支付張貼影片的收入,YouTube無預警封鎖其頻道,B
近日哪個病毒在疫區造成25人死亡並擴散到城市，使得WHO召開緊急委員會？,伊波拉病毒,H1N1,SARS,A
近日哪一間航空公司的飛機起飛不久後墜機造成逾百人喪生？,復興航空,古巴航空,香草航空,B
與英國哈利王子結婚的梅根馬克爾是哪裡人？,美國人,英國人,法國人,A
下列哪一間知名蛋糕店因不堪連年虧損而決定歇業？,奕順軒,85度C,白木屋,C
國民黨黨內初選將由誰代表國民黨參選？,侯友宜,周錫瑋,金介壽,A
新北市長朱立倫在3月赴大陸和哪個政治人物見面？,中國國臺辦主任,上海市市長,阿里巴巴集團主席,A
中國國臺辦主任上任後首度會見的臺灣政治人物是誰？,陳菊,蔡英文,朱立倫,C
英國麥當勞宣布5月將施行哪個措施希望能減少塑膠用量？,不提供塑膠袋,以紙吸管取代塑膠吸管,兒童餐附贈的玩具不附上塑膠包裝,B
臺灣史上最高齡的自然產個案為幾歲？,50,57,62,C
臺灣史上最高齡的自然產個案是由哪個醫院助其生產？,臺北長庚醫院,臺大醫院,桃園敏盛醫院,A
下列哪一間飯店因為莫拉克颱風襲擊而倒塌？,國賓飯店,金帥飯店,統帥飯店,B
下列哪一間飯店因為花蓮地震強擊而倒塌？,金帥飯店,統帥飯店,國賓飯店,B
下列哪一位政治人物沒有與會平昌冬奧？,川普,金正恩,文在寅,A
現任央行總裁是誰？,彭淮南,楊金龍,羅明才,B
臺灣人葉采衢成為哪一間大學史上第一位畢業典禮致詞人？,加州大學柏克萊分校,伊利諾大學香檳分校,德州大學奧斯汀分校,A
號稱可抗藍光的螢幕保護貼若遭消保處查出為誇大的療效，可依何法開罰？,消費者保護法,藥事法,智慧財產權法,B
二代晶片護照於去年12月發行，內頁圖片卻誤植哪一個機場？,美國杜勒斯機場,澳洲布里斯本機場,法國戴高樂機場,A
衛福部宣布，2014年初次被診斷出罹癌的人數首度超過多少人？,5萬,10萬,20萬,B
立法院去年通過《公投法》修正案，只要年滿幾歲即可投票？,18,20,23,A
美國《韋氏大辭典》（Merriam-Webster）宣布2017年年度代表字是？,populism,complicit,feminism,C
劍橋辭典宣布2017年年度代表字是？,populism,complicit,feminism,A
dictionary.com選出的2017年年度代表字是？,populism,complicit,feminism,B
Collins字典選出的2017年年度代表字是？,fake news,complicit,feminism,A
英國牛津字典選出的2017年年度代表字是？,populism,complicit,youthquake,C
下列何者沒有被美國時代雜誌評為年度風雲人物？,金正恩,歐巴馬,川普,A
美國時代雜誌選出的2017年年度風雲人物是誰？,#MeToo打破沉默者,唐納川普,安格拉梅克爾,A
下列哪一國總統在內外交逼的壓力下宣布辭職，結束37年獨裁政治？,阿爾及利亞,辛巴威,衣索比亞,B
蔡英文於去年委任何人擔任APEC的領袖代表？,宋楚瑜,蕭萬長,朱立倫,A
2017年諾貝爾文學獎得主是？,宮部美幸,村上春樹,石黑一雄,C
美國網球公開賽2017年女雙冠軍是哪個組合？,小威廉絲+大威廉絲,詹詠然+辛吉絲,詹詠然+莊佳容,B
財政部宣布全民稅改方案，個人綜合所得稅稅率降至幾%？,40%,35%,30%,A
2017世大運臺灣在金牌榜排名第幾？,2,3,4,B
2017世大運臺灣共獲得幾面金牌？,26,27,28,A
下列哪一個國家堪稱是對墮胎相關法規最為嚴苛的國家？,美國,愛爾蘭,新加坡,B
今年臺灣國際田徑公開賽女生100公尺金牌得主是？,陳莞玫,廖宴均,陳雅莉,A
請問下列何者未曾擔任過臺大校長？,傅斯年,楊泮池,李維昭,C
請問臺灣大學聯盟不包括下列何所學校？,臺灣大學,臺北科技大學,臺灣師範大學,B
下列何者旅外棒球員目前不在美職體系打球？,王維中,曾仁和,陳偉殷,A
下列哪個城市現在沒有NBA球隊？,多倫多,西雅圖,休士頓,B
下列哪位球員是現役NBA球員？,Kobe Bryant,Vince Carter,易建聯,B
下列哪個球員是NBA歷史總得分王？,Michael Jordan,Chamberlain,Jabbar,C
西甲的皇家馬德里對上巴賽隆納往往又被稱為什麼？,國家德比,同城德比,德西大戰,A
2018年的足球世界盃將在哪一國舉行？,俄羅斯,西班牙,巴西,A
下列誰是臺灣目前羽球女單世界排名最高的選手？,戴遐齡,戴資穎,戴愛玲,B
臺灣隊在哪項運動項目盤據世界第一長達37年？,跆拳道,撞球,巧固球,C
在棒球的突破僵局制中，一開始跑者就佔據哪兩個壘包？,1.2壘,2.3壘,1.3壘,A
在HBL的歷史中，下列何者不曾在同年獲得新人王和MVP？,陳信安,周士淵,高國豪,A
今年度的UBA男籃冠軍是哪所學校？,健行科大,臺灣師大,國立體大,C
現行SBL的制度中，每個賽季有幾隊可以進入季後賽？,四隊,六隊,三隊,B
中職落實屬地主義後，新莊球場目前是哪隊的主場？,統一獅,富邦悍將,中信兄弟,B
下列何者不是MLB的球隊？,費城七六人,辛辛那提紅人隊,聖地牙哥教士隊,A
林書豪現在效力於哪個球隊？,紐約尼克,休士頓火箭,布魯克林籃網,C
現行NCAA的籃球項目中，進攻時間限制有幾秒？,30秒,24秒,35秒,Ａ
臺灣第一位赴西班牙的職業排球員為？,黃培閎,陳建禎,吳宗軒,A
今年度的HVL男排冠軍隊是哪所學校？,福誠高中,華僑高中,豐原高商,C
在排球現行國際賽的規則中，拿下幾分即贏得一局？,21分,15分,25分,C
2017臺北世大運，中華女排最終的名次？,第三名,第四名,第五名,B
2016年，中華男排首闖世界聯賽第三級賽事，請問中華隊的最終名次為？,第三名,第四名,未進八強,B
請問在1998年曼谷亞運男排銅牌戰一戰成名，被封為「黃金左手」的球員是以下哪一位？,林顯丞,邱得全,張恩崇,A
臺灣男排隊長「歐告」陳建禎的出生地為？,臺北,臺南,高雄,C
在臺灣撞球界素有「冷面殺手」封號的是下列哪位球員？,楊清順,趙豐邦,張榮麟,B
下列何者為2017臺北世大運的試辦項目？,滑輪溜冰,武術,撞球,C
請問2017年企業排球聯賽男子組共有幾支參賽球隊？,五,六,七,A
國內排球三大盃賽中，哪一個的比賽場地在大甲鐵砧山？,永信盃,華宗盃,媽祖盃,A
排球比賽中，發球者需在幾秒內發球？,8秒,9秒,10秒,A
排球比賽中，用以代表「自由球員」的英文字母為？,C,L,S,B
下列哪位並非國內撞球界知名的「柯氏家族」一員？,柯秉逸,柯秉中,柯賜海,C
在司諾克比賽中，打進紅球能得幾分？,一分,兩分,三分,A
在世界撞球總會最新公布的世界排名中，世界球后為下列哪位選手？,周婕妤,魏子茜,Kelly Fisher,A
2017年臺北世大運排球項目的主場館在哪裡？,臺北體育館,臺大體育館,北市大天母體育館,B
下列哪位排球員不是左撇子？,吳宗軒,張閔舜,許美中,C
請問2017年企業排球聯賽女子組共有幾支參賽球隊？,四,五,六,A
排球比賽中，如果球打到標誌桿，則？,算界內球,算界外球,若球彈至界內則算界內球，反之則為界外球,B
"高爾夫球比賽術語""birdie""指的是以低於標準桿幾桿將球打進洞？",一桿,兩桿,三桿,A
根據國際棒壘球總會最新公布的結果，臺灣棒球目前的世界排名為？,第四,第五,第六,C
世界網球四大公開賽中，哪一項賽事的傳統為穿著全白球衣褲？,溫布頓網球公開賽,法國網球公開賽,澳洲網球公開賽,A
下列哪位網球員沒有當過世界球王？,Roger Federer,Rafael Nadal,錦織圭,C
下列哪位網球員為左手持拍？,Rafael Nadal,Andy Murray,Novak Djokovic,A
下列哪位臺灣選手曾在溫布頓網球公開賽中拿下冠軍？,盧彥勳,詹詠然,謝淑薇,C
知名電影「志氣」，是在描述哪所學校拔河隊的故事？,北一女中,景美女中,中山女中,B
下列哪位網球員沒拿過奧運男單金牌？,Andy Murray,Rafael Nadal,Roger Federer,C
下列哪位網球員沒拿過奧運女單金牌？,Serena Williams,Maria Sharapova,Venus Williams,B
根據ATP最新公布的世界排名(截至4/8為止)，現今世界球王是誰？,Rafael Nadal,Roger Federer,Andy Murray,A
根據WTA最新公布的世界排名(截至4/8為止)，現今世界球后是誰？,Caroline Wozniacki,Simona Halep,Garbine Muguruza,B
下列哪位球員並非畢業自臺灣師範大學？,黃培閎,陳建禎,黃建逢,C
2017臺北世大運，中華男排最終的名次？,第十二,第十三,第十四,A
下列哪一位棒球巨星有「火星人」之稱？,Albert Pujols,Adrian Beltre,Mike Trout,A
下列哪一個美國職棒小聯盟階級不存在？,高階1A,1A,低階1A,C
下列哪一位為最早登上美國職棒大聯盟的亞洲球員？,林哲瑄,陳金鋒,王建民,B
截至2018/4/8為止，下列哪一位臺灣籍球員並沒有登上過美國職棒大聯盟？,胡智為,曾仁和,張育成,C
美國職棒大聯盟史上第一位左右開投的投手是？,Babe Ruth,Pat Venditte,Roger Clemens,B
棒球比賽中，每一局上限為幾個出局數？,2,3,4,B
棒球比賽中，壘包與壘包間的距離為何？,80英呎,90英呎,100英呎,B
美國職棒大聯盟中，被稱為「地鐵大戰」的兩組對戰球隊包含下列何者？,紐約大都會隊,波士頓紅襪隊,巴爾的摩金鶯隊,A
美國職棒大聯盟中，被稱為「高速公路大戰」的兩組對戰球隊包含下列何者？,洛杉磯道奇隊,芝加哥小熊隊,底特律老虎隊,A
美國職棒大聯盟中，被稱為「風城大戰」的兩組對戰球隊包含下列何者？,奧克蘭運動家隊,科羅拉多洛磯隊,芝加哥白襪隊,C
下列球隊中，哪一支球隊為日本選手「大谷翔平」初次進入美國職棒體系的落腳球隊？,辛辛那提紅人隊,紐約洋基隊,洛杉磯天使隊,C
截至2018/4/8為止，哪一位球員保有美國職棒大聯盟最快球速紀錄？,Aroldis Chapman,Kelvin Herrera,Joel Zumaya,A
美國職棒體系中，下列哪一個選項並非被DFA之球員可能的後續行為？,被下放至小聯盟,被釋出,重新簽訂合約,C
下列哪一位臺灣籍球員並沒有在日本職棒體系打過球？,王維中,許銘傑,林恩宇,A
下列哪一支球隊為2017年度MLB總冠軍球隊？,芝加哥小熊隊,休士頓太空人隊,洛杉磯道奇隊,B
下列下列哪一位美國職棒大聯盟明星球員並非內野手？,Mike Trout,Jose Altuve,Kris Bryant,A
下列哪個城市現在沒有MLB球隊？,蒙特婁,亞特蘭大,西雅圖,A
下列哪個城市並沒有兩支MLB球隊？,洛杉磯,芝加哥,華盛頓,C
下列哪個球隊名為坦帕灣光芒隊的前身？,鱒魚隊,魔鬼魚隊,魟魚隊,B
下列哪個球隊為最新擴編加入之MLB球隊？,邁阿密馬林魚隊,亞利桑那響尾蛇隊,科羅拉多洛磯隊,B
下列哪一個美國職棒大聯盟球隊主場並不在美國本土？,藍鳥隊,巨人隊,雙城隊,A
下列哪一年發生美國職棒大聯盟史上最大的罷工事件？,1994年,1995年,1996年,A
下列哪一個並非美國職棒大聯盟春訓熱身賽的聯盟名稱？,葡萄柚聯盟,仙人掌聯盟,常春藤聯盟,C
下列哪一個聯盟投手需要進行打擊？,國家聯盟,美國聯盟,聯邦聯盟,A
下列哪一位為當前美國職棒大聯盟主席？,Bud Selig,Rob Manfred,Joe Torre,B
棒球比賽中，一場比賽最少須進行幾局？,6局,8局,9局,C
下列哪一位球員並非以狀元身分被MLB球隊選中？,Bryce Harper,Mike Trout,Stephen Strasburg,B
美國職棒大聯盟的交易大限為哪一天？,6月31日,7月31日,8月31日,B
下列哪一個球隊發生「貝比魯斯魔咒」事件，長久未獲總冠軍殊榮？,波士頓紅襪隊,紐約洋基隊,匹茲堡海盜隊,A
下列哪一位棒球員簽下職業運動史上最長之合約？,Jose Altuve,Giancarlo Stanton,Mike Trout,B
截至2018/4/8為止，美國職棒大聯盟中最長的合約為幾年？,11年,12年,13年,A
截至2018/4/8為止，美國職棒大聯盟中現役最年長選手為？,Ichiro Suzuki,Fernando Rodney,Bartolo Colon,C
下列哪一個美國職棒大聯盟球隊中擁有最多現役臺籍旅外球員？,芝加哥小熊隊,亞利桑那響尾蛇隊,克里夫蘭印地安人隊,C
第一位從中華職棒體系進入美國職棒大聯盟的球員為？,陳金鋒,倪福德,林哲瑄,B
截至2018/4/8為止，美國職棒大聯盟目前共有幾個球隊？,20隊,26隊,30隊,C
下列哪一個美國職棒大聯盟球隊於2013年更換所屬聯盟？,休士頓太空人隊,密爾瓦基釀酒人隊,辛辛那提紅人隊,A
下列哪一位並非休士頓太空人隊第一代殺人蜂打線成員？,Craig Biggio,Jeff Begwell,Carlos Beltran,C
下列哪一個球種為旅美投手王建民的拿手武器球？,蝴蝶球,伸卡球,卡特球,B
